it;exchange;exchange;exchange;exchangeRand;exchangeRand;exchangeRand;swap;swap;swap;inversion;inversion;inversion;scramble;scramble;scramble;randShuffle;randShuffle;randShuffle;add;add;add;addRand;addRand;addRand
899;22;1038,86;1033,11;29;1038,86;1003,69;21;1038,86;1021,03;31;1038,86;963,154;45;1038,86;971,774;37;1038,86;839,562;28;1038,86;1023,62;27;1038,86;1004,63
900;25;1038,86;1020,94;14;1038,86;1015,24;25;1038,86;1010,31;18;1038,86;976,358;40;1038,86;987,58;44;1038,86;854,981;39;1038,86;1011,59;35;1038,86;1015,85
901;21;1038,86;1020,83;36;1038,86;1016,35;26;1038,86;1001,43;17;1038,86;972,743;35;1038,86;998,198;43;1038,86;843,681;33;1038,86;1017,44;29;1038,86;1007,14
902;31;1038,86;1027,45;36;1038,86;1006,13;25;1038,91;994,708;19;1038,86;994,403;30;1038,86;989,994;44;1038,86;850,862;28;1038,86;1015,95;27;1038,86;1018,61
903;21;1038,86;1014,76;33;1038,86;1003,13;21;1038,86;1021,33;26;1038,86;966,066;32;1038,86;984,331;40;1038,86;848,636;30;1038,86;1013,96;37;1038,91;1003,81
904;23;1036,85;998,355;29;1038,86;1004,89;29;1038,86;1023,02;29;1038,86;977,972;27;1038,86;981,839;43;1038,86;845,881;34;1038,86;1006,85;26;1038,91;999,194
905;23;1038,86;1033,47;23;1038,86;1017,37;31;1036,85;1002,73;22;1038,86;980,988;32;1038,86;976,006;46;1038,86;873,395;39;1038,86;1015,7;24;1038,86;992,058
906;19;1038,86;1033,84;31;1038,86;1011,83;25;1038,86;1006,32;25;1038,86;980,059;46;1038,86;986,307;47;1038,86;823,33;17;1038,86;1019,17;30;1038,86;1008,1
907;26;1038,86;1018,78;19;1038,86;1006,18;29;1038,86;1010,44;23;1038,86;977,26;34;1038,86;980,364;43;1038,86;860,043;36;1038,86;999,08;30;1038,86;997,569
908;30;1038,86;1034,84;32;1038,86;1013,23;31;1038,86;1009,17;18;1038,86;972,101;22;1038,86;996,086;55;1038,86;849,419;22;1038,86;1015,35;30;1038,86;998,595
909;24;1038,86;1006,37;22;1038,86;1010,05;30;1038,86;1013,17;26;1038,86;981,755;37;1038,86;980,26;40;1038,86;856,041;29;1038,86;1020,37;32;1038,86;1006,27
910;21;1038,86;1032,49;31;1038,86;1015,57;16;1038,86;1022,13;26;1038,86;971,957;47;1038,86;976,191;42;1038,86;871,642;28;1038,86;1009,59;29;1038,86;997,792
911;29;1038,86;1026,19;35;1038,86;1002,02;22;1038,86;1019,33;16;1038,86;986,53;45;1038,86;970,282;38;1038,86;837,368;29;1038,86;1002,79;26;1038,86;1012,8
912;23;1038,86;1015,51;27;1038,86;1000,52;25;1038,87;1010,74;17;1038,86;973,862;50;1038,86;979,324;40;1038,86;825,085;28;1038,86;1018,39;30;1038,86;1002,05
913;26;1038,86;1009,8;25;1038,86;1012,78;18;1038,86;1008,81;21;1038,86;980,402;38;1038,86;978,565;54;1038,87;864,817;30;1038,87;1006,31;28;1038,87;996,613
914;27;1038,87;1031,85;40;1038,87;1005;25;1038,87;1010,45;21;1038,86;984,454;30;1038,87;973,761;42;1038,87;841,572;24;1038,87;1020,28;31;1038,87;1013,87
915;33;1038,87;1025,15;26;1038,87;1010,38;25;1038,87;998,379;18;1038,86;977,042;41;1038,87;978,458;35;1038,87;862,768;34;1038,87;1006,28;28;1038,87;1017,36
916;25;1038,87;1030,22;32;1038,87;1009,09;34;1038,9;1018,24;32;1038,87;971,146;32;1038,87;970,64;35;1038,87;850,219;24;1038,87;1010,79;26;1038,87;1014,13
917;25;1038,87;1025,49;31;1038,87;1003,97;28;1038,87;1013,37;26;1038,87;971,406;38;1038,87;974,617;43;1038,87;846,124;26;1038,87;1002,33;23;1038,87;1010,56
918;20;1038,87;1020,97;33;1038,87;1016,37;30;1038,87;1021,43;24;1038,87;994,515;23;1038,87;965,652;47;1038,87;866,99;35;1038,87;1017,19;28;1038,87;1004,23
919;24;1038,87;1035,34;26;1038,87;1005,9;26;1038,92;1019,43;22;1038,87;976,34;29;1038,87;991,533;54;1038,87;859,305;25;1038,87;1014,04;34;1038,87;1012,2
920;30;1038,87;1023,15;29;1038,87;1011,23;25;1038,87;1018,18;26;1038,87;987,131;37;1038,87;986,667;44;1038,92;819,876;23;1038,87;1001,39;26;1038,87;1002,12
921;20;1038,92;1035,88;33;1038,87;1001,16;27;1038,87;1015,08;31;1038,87;971,232;36;1038,87;986,472;51;1038,87;858,992;20;1038,87;1009,64;22;1038,87;997,978
922;18;1038,87;1020,37;28;1038,87;1012,65;25;1038,92;1000,79;23;1038,87;991,27;43;1038,87;970,52;35;1038,87;850,372;32;1038,92;1018,93;36;1038,87;1014,81
923;21;1038,87;1031,94;32;1038,92;1008;32;1038,87;1016,76;20;1038,87;975,673;33;1038,87;984,805;32;1038,92;847,325;35;1038,92;1015,34;35;1038,87;1007,2
924;24;1038,87;1025,78;32;1038,87;1017,3;30;1038,92;1019,78;26;1038,87;976,074;29;1038,92;974,892;44;1038,87;817,81;30;1038,92;1007,74;25;1038,87;1014,62
925;26;1038,92;1020,63;25;1038,87;1014,1;36;1038,92;1010,62;11;1038,87;968,415;32;1038,92;951,668;43;1038,92;867,555;34;1038,92;985,426;33;1038,92;1002,7
926;22;1038,92;1032,58;33;1038,92;1001,9;23;1038,92;1014,65;22;1038,92;982,106;29;1038,92;974,377;45;1038,92;840,529;40;1038,92;1022,81;26;1038,92;1002,56
927;20;1038,87;1035,04;19;1038,92;987,344;29;1038,92;1001,57;24;1038,92;970,576;38;1038,92;974,487;47;1038,92;838,387;31;1038,92;1024,71;32;1038,92;1010,85
928;24;1038,92;1007,93;27;1038,92;1013,69;27;1038,92;1014,98;21;1038,92;991,823;37;1038,92;962,74;39;1038,92;857,976;36;1038,92;1012,85;29;1038,92;1006,08
929;27;1038,92;1025,43;23;1038,92;1012,89;35;1038,92;1017,24;21;1038,92;987,811;33;1038,92;974,332;46;1038,92;828,198;22;1038,92;1025,25;33;1038,92;1012,77
930;24;1038,92;1016,94;31;1038,92;1008,43;26;1038,92;1009,74;24;1038,92;962,714;21;1038,92;977,83;57;1038,92;824,842;27;1038,92;1018,18;30;1038,92;1003,09
931;25;1038,92;1026,71;20;1038,92;1009,85;24;1038,92;994,299;35;1038,92;968,977;31;1038,92;981,023;46;1038,92;861,803;29;1038,92;1004,95;30;1038,92;1015,43
932;17;1038,92;1033,8;31;1038,92;999,909;30;1038,92;1017,91;24;1038,92;971,324;34;1038,92;989,003;51;1038,92;852,642;24;1038,92;1017,13;29;1038,92;1021,67
933;18;1038,92;1020,49;34;1038,92;993,142;25;1038,92;1011,73;30;1038,92;958,478;33;1038,92;968,153;40;1038,92;858,517;26;1038,92;1014,45;34;1038,92;1023,89
934;32;1038,92;1018,5;31;1038,92;1016,19;27;1038,92;1013,04;24;1038,92;993,659;29;1038,92;991,204;50;1038,92;862,466;25;1038,92;1013,26;22;1038,92;1014,19
935;29;1038,92;1028,6;25;1038,92;1007,98;29;1038,92;1013,87;32;1038,92;988,465;34;1038,92;969,108;32;1038,92;856,36;24;1038,92;1019,66;35;1038,92;1016,12
936;22;1038,92;1032,58;32;1038,92;1017,12;27;1038,92;1003,27;28;1038,92;1003,39;27;1038,92;994,972;41;1038,92;832,197;33;1038,92;1020,89;30;1038,92;1019,64
937;16;1038,92;1030,99;25;1038,92;1006,94;27;1038,92;1017,28;21;1038,92;986,185;39;1038,92;987,086;52;1038,92;845,986;26;1038,92;1032,23;34;1038,92;1002,4
938;22;1038,92;1036,55;25;1038,92;998,088;16;1038,92;1014,65;30;1038,92;994,597;34;1038,92;976,154;42;1038,92;834,397;34;1038,92;1024,65;37;1038,92;1006,71
939;26;1038,92;1034,84;36;1038,92;1009,56;28;1038,92;998,658;23;1038,92;968,17;38;1038,92;999,175;42;1038,92;854,698;28;1038,92;1011,99;19;1038,92;1005,47
940;36;1038,92;1035,49;31;1038,92;1017,3;15;1038,92;1011,2;23;1038,92;998,014;40;1038,92;1001,5;38;1038,92;844,946;33;1038,97;1012,15;24;1038,92;994,733
941;25;1038,92;1027,26;23;1038,92;1007,14;23;1038,92;1016,47;15;1038,92;967,357;32;1038,92;976,097;61;1038,92;830,301;34;1038,97;1020,41;27;1038,92;1010,76
942;16;1038,92;1033,57;32;1038,92;1001,75;28;1038,92;1003,88;28;1038,92;977,645;31;1038,92;989,006;46;1038,92;868,935;32;1038,97;1015,63;27;1038,92;996,888
943;18;1038,92;1034,36;26;1038,92;1019,09;29;1038,92;1025,73;28;1038,92;990,835;38;1038,92;1007,62;42;1038,92;836,986;36;1038,92;1004,27;23;1038,92;1022,58
944;33;1038,92;1018,08;30;1038,92;1016,56;24;1038,92;1013,34;27;1038,92;985,062;22;1038,92;965,762;43;1038,92;861,718;26;1038,92;1019,48;35;1038,92;1019,43
945;28;1038,92;1035,98;38;1038,92;1013,63;28;1038,92;1011,16;17;1038,92;950,591;40;1038,92;985,459;35;1038,92;829,968;26;1038,92;1011,31;28;1038,92;1006,67
946;26;1038,97;1023,43;34;1038,92;1012,31;24;1038,92;1007,43;23;1038,92;971,407;41;1038,92;996,314;43;1038,92;840,506;26;1038,92;1012,68;23;1038,92;1014,45
947;21;1038,96;1035,38;31;1038,92;1013,87;25;1038,92;1013,38;28;1038,92;989,837;30;1038,92;973,568;49;1038,92;824,396;29;1038,92;1017,85;27;1038,92;1021,58
948;23;1038,92;991,213;28;1038,92;997,306;25;1038,92;1026,61;18;1038,92;982,578;48;1038,92;988,752;44;1038,92;872,296;24;1038,92;1017;30;1038,92;1014,58
949;38;1038,92;1023,98;32;1038,92;1009,81;26;1038,92;1026,1;20;1038,92;990,95;24;1038,92;987,719;44;1038,92;839,427;25;1038,92;1022,55;31;1038,92;1021,59
950;18;1038,92;1034,89;31;1038,92;998,452;24;1038,92;1016,8;29;1038,92;1001,02;37;1038,92;980,923;48;1038,92;861,163;28;1038,92;995,113;25;1038,92;1005,96
951;21;1038,92;1034,11;31;1038,92;997,004;22;1038,92;993,145;31;1038,92;981,388;33;1038,92;982,289;35;1038,92;846,041;34;1038,92;1020,93;33;1038,92;1018,69
952;25;1038,92;1036,91;33;1038,92;998,217;20;1038,92;1021,22;22;1038,92;983,438;32;1038,92;988,437;54;1038,92;844,922;36;1038,93;1021,07;18;1038,92;1024,43
953;33;1038,92;1006,15;22;1038,92;1019,35;25;1038,92;1013,77;16;1038,92;983,705;34;1038,92;984,07;45;1038,92;830,333;31;1038,92;996,506;34;1038,92;1017,85
954;33;1038,92;1034,86;26;1038,92;1004,48;24;1038,92;1003,47;22;1038,92;972,844;32;1038,92;973,199;44;1038,92;824,816;27;1038,92;1022,89;32;1038,92;991,91
955;28;1038,92;1007,22;29;1038,92;1012,2;33;1038,92;1022,42;16;1038,92;1002,11;37;1038,92;976,68;51;1038,92;838,787;21;1038,92;1026,71;25;1038,92;997,493
956;27;1038,92;1025,34;32;1038,92;1019,06;26;1038,92;1028,62;29;1038,92;961,397;30;1038,92;976,214;37;1038,92;822,094;25;1038,92;1010,53;34;1038,92;1008,56
957;30;1038,92;1015,33;40;1038,92;1012,13;28;1038,92;1014,21;19;1038,92;982,047;32;1038,92;977,768;42;1038,92;879,272;23;1038,92;1001,09;26;1038,92;1016,01
958;36;1038,92;1034,97;25;1038,92;993,999;27;1038,92;1013,74;20;1038,92;995,812;33;1038,92;982,172;38;1038,92;859,346;37;1038,92;1017,87;24;1038,92;1014,03
959;17;1038,92;1037,49;29;1038,92;1007,02;30;1038,92;1016,06;27;1038,92;980,065;34;1038,92;975,474;47;1038,92;847,249;28;1038,92;1025,07;28;1038,92;1024,43
960;31;1038,92;1024,06;33;1038,92;1014,18;26;1038,92;1016,1;28;1038,92;996,528;31;1038,92;978,84;38;1038,92;857,873;25;1038,92;996,436;28;1038,92;1008,99
961;22;1038,92;1033,7;26;1038,92;1011,48;33;1038,92;1014,81;27;1038,92;986,613;42;1038,92;971,078;43;1038,92;847,952;26;1038,92;1017,65;21;1038,92;1014,23
962;19;1038,92;1002,92;31;1038,92;1007,48;29;1038,92;1015,14;21;1038,92;970,605;36;1038,92;984,384;53;1038,92;835,098;25;1038,92;1027,55;26;1038,92;1003,99
963;25;1038,92;1009,41;33;1038,92;992,621;28;1038,92;1011,21;17;1038,92;953,871;30;1038,92;979,682;48;1038,92;884,533;25;1038,92;1013,51;34;1038,92;1009,72
964;21;1038,92;1026,65;31;1038,92;1013,85;21;1038,92;1006,85;13;1038,92;999,483;37;1038,92;978,606;46;1038,92;857,337;34;1038,92;1015,2;37;1038,92;1024,04
965;35;1038,92;1006,96;25;1038,92;1011,35;29;1038,92;1025,59;21;1038,92;1000,64;41;1038,92;975,423;36;1038,92;857,769;26;1038,92;1027,79;27;1038,92;1021,59
966;27;1038,92;1035,12;24;1038,92;1018,21;29;1038,92;1015,89;19;1038,92;981,827;39;1038,92;986,77;49;1038,92;859,611;31;1038,92;1012,52;22;1038,92;1006,01
967;23;1038,92;1032,95;22;1038,92;1014,26;29;1038,92;1026,11;26;1038,92;955,705;40;1038,92;984,604;42;1038,92;856,766;30;1038,92;1020,62;28;1038,92;1009,68
968;12;1038,92;1026,76;30;1038,92;999,305;33;1038,92;1013,27;22;1038,92;997,031;31;1038,92;982,468;42;1038,92;866,647;27;1038,92;1004,71;43;1038,92;1018,56
969;22;1038,92;1025,89;17;1038,92;1023,76;32;1038,92;1020,68;24;1038,92;985,915;47;1038,92;977,411;40;1038,92;854,184;31;1038,92;1013,69;27;1038,92;1022,12
970;29;1038,98;1033,21;28;1038,92;1007,71;30;1038,92;1009,88;28;1038,92;963,1;31;1038,92;978,386;42;1038,92;858,911;20;1038,92;1026,14;32;1038,92;1016,11
971;25;1038,99;1031,13;33;1038,92;1013,11;27;1038,92;1022,67;19;1038,92;978,424;34;1038,92;982,053;46;1038,92;860,918;32;1038,92;1014,12;24;1038,92;1014,02
972;22;1038,92;1026,39;24;1038,92;1021,49;33;1038,92;1003,81;25;1038,92;1006,3;46;1038,92;992,399;38;1038,92;826,986;30;1038,99;1019,43;22;1038,92;1020,79
973;30;1038,92;1029,94;27;1038,92;1009,22;26;1038,92;1017,96;26;1038,92;970,257;36;1038,92;998,089;41;1038,92;852,274;30;1038,92;1018,93;24;1038,92;1000,43
974;28;1038,92;1027,51;33;1038,92;1009,87;21;1038,92;1022,52;26;1038,92;960,409;33;1038,92;979,338;38;1038,92;872,132;31;1038,92;1027,18;30;1038,92;1016,17
975;18;1038,92;1035,26;34;1038,92;1014,94;30;1038,92;1017,62;20;1038,92;993,273;32;1038,92;975,469;50;1038,92;841,211;25;1038,92;1026,62;31;1038,92;1007,11
976;22;1038,92;993,057;32;1038,92;1014,72;35;1038,92;999,112;22;1038,92;983,925;44;1038,92;988,819;42;1038,92;854,674;19;1038,92;1020,45;24;1038,92;1022,18
977;27;1038,92;1027,67;34;1038,92;1009,53;28;1038,93;1001,3;24;1038,92;985,323;38;1038,92;987,422;42;1038,92;834,757;23;1038,92;1019,15;24;1038,92;1014,92
978;30;1038,93;1015,98;28;1038,92;1010,12;32;1038,92;1000,57;25;1038,92;989,016;29;1038,93;982,471;40;1038,92;884,565;32;1038,92;1020,16;24;1038,93;1025,8
979;27;1038,93;1020,99;23;1029,95;1009,82;35;1038,93;1021,05;29;1038,93;994,535;31;1038,92;984,256;34;1038,93;840,618;41;1038,93;1020,72;20;1038,93;1013,03
980;26;1038,93;1017,04;38;1038,93;1008,97;29;1038,93;1010,93;18;1038,93;990,323;26;1038,93;996,175;46;1038,93;841,163;29;1038,93;1012,02;28;1038,93;1016,33
981;26;1038,95;1017,66;21;1038,93;979,029;27;1038,93;1016,01;21;1038,93;992,912;32;1038,93;992,38;52;1038,93;859,604;33;1038,93;1022,38;28;1038,93;1018,75
982;24;1038,93;1029,38;26;1038,93;1009,16;29;1038,93;1018,97;32;1038,93;994,675;19;1038,93;979,422;46;1038,93;847,158;31;1038,95;1002,81;33;1038,93;1020,2
983;26;1038,93;992,7;29;1038,93;1010,2;29;1038,93;1014,96;20;1038,93;972,477;40;1038,93;992,172;44;1038,93;861,387;25;1038,93;1012,8;27;1038,93;1019,77
984;25;1038,93;1027,1;24;1038,93;1022,89;21;1038,93;1015,28;19;1038,93;969,667;47;1038,93;983,33;45;1038,93;869,695;28;1038,93;1016,59;31;1038,93;1009,96
985;26;1039,01;1033,3;38;1038,93;1010,26;23;1038,93;1006,14;27;1038,93;978,533;29;1038,93;986,358;45;1038,93;837,067;31;1038,93;1028,14;21;1038,93;1024,33
986;24;1038,93;1035,54;20;1038,93;1004,06;32;1039,01;1012,12;22;1038,93;992,449;30;1038,93;992,451;41;1038,93;866,646;32;1038,93;1022,13;39;1038,93;995,886
987;23;1038,93;1019,26;24;1038,93;1019,78;20;1038,93;998,475;29;1038,93;972,282;36;1038,93;983,17;47;1039,01;879,604;25;1038,93;1024,94;36;1039,01;1021,62
988;30;1038,93;1024,58;28;1038,93;1005,48;22;1038,93;1015,28;24;1038,93;985,409;33;1038,93;980,454;40;1038,93;890,467;28;1038,93;1024,52;35;1038,93;1021,64
989;19;1038,98;1016,61;29;1038,94;1010,76;28;1038,93;1024,06;34;1038,93;983,819;40;1038,93;984,737;36;1038,93;818,643;30;1038,93;1027,7;24;1038,93;1024,15
990;27;1038,98;1019,95;29;1038,94;994,608;23;1038,93;1013,16;30;1038,93;973,464;42;1038,94;971,425;32;1038,93;833,412;35;1038,93;1012,91;22;1038,93;1003,34
991;27;1038,93;1025,11;25;1038,98;1003,16;30;1038,93;1015,86;25;1038,93;985,573;33;1038,93;974,251;57;1038,93;875,431;23;1038,94;1016,54;20;1038,93;1013,84
992;21;1038,93;1030,89;32;1038,93;1010,97;24;1038,93;1009,37;21;1038,93;983,541;25;1038,93;982,274;55;1038,98;824,95;32;1038,94;1025,17;30;1038,93;1012,24
993;22;1038,93;1026,5;41;1038,98;1008,1;19;1038,93;1000,4;35;1038,93;982,638;33;1038,93;977,369;36;1038,93;875,816;30;1038,98;1005,92;24;1038,93;995,05
994;20;1038,98;1032,9;28;1038,93;1012,65;33;1038,93;1017,67;24;1038,93;1007,8;28;1038,93;971,957;52;1038,93;831,289;22;1038,98;1030,37;33;1038,93;1024,45
995;27;1038,93;1011,05;31;1038,98;1019,96;17;1038,98;991,125;24;1038,98;989,975;37;1038,93;978,092;40;1038,98;859,994;33;1038,98;1013,85;31;1038,93;994,886
996;26;1038,93;1015,32;36;1038,98;1005,51;34;1038,93;1021,07;21;1038,93;982,574;22;1038,98;989,365;47;1038,98;832,304;21;1038,93;1015,64;33;1038,98;1019,68
997;23;1038,98;1021,49;31;1038,93;988,65;22;1038,98;1023,86;25;1038,98;985,441;28;1038,93;979,219;47;1038,93;831,36;26;1038,98;1013,34;38;1038,98;1018,31
998;29;1038,98;1010,98;27;1038,98;1012,15;28;1038,93;1012,67;19;1038,98;969,888;27;1038,93;982,087;50;1038,98;860,05;38;1038,98;1028,74;22;1038,98;994,078
999;22;1038,98;1025,17;37;1038,98;1014,47;21;1038,98;1022,25;27;1038,98;989,609;34;1038,98;973,817;37;1038,98;859,183;34;1038,98;1023,42;28;1038,93;1012,11
